product_id,product_name,category,brand,list_price,cost_price
5033,Beauty_Product_5033,Beauty,Aster,1174.8,857.7
5034,Beauty_Product_5034,Beauty,PrimeOne,981.07,544.22
5035,Home & Kitchen_Product_5035,Home & Kitchen,BluePeak,2849.29,1659.31
5036,Electronics_Product_5036,Electronics,UrbanKart,12690.47,8019.97
5037,Books_Product_5037,Books,Zentra,840.13,498.73
5038,Books_Product_5038,Books,Nova,469.48,327.92
5039,Grocery_Product_5039,Grocery,Omni,348.21,229.32
5040,Toys_Product_5040,Toys,UrbanKart,737.69,537.16
5041,Beauty_Product_5041,Beauty,BluePeak,1052.07,695.0
5042,Toys_Product_5042,Toys,UrbanKart,1363.39,808.54
5043,Electronics_Product_5043,Electronics,DailyPro,10493.37,6254.61
5044,Fashion_Product_5044,Fashion,Omni,1392.46,896.21
5045,Toys_Product_5045,Toys,PrimeOne,1429.52,966.38
5046,Grocery_Product_5046,Grocery,Nova,810.71,580.23
5047,Grocery_Product_5047,Grocery,BluePeak,762.96,467.83
5048,Footwear_Product_5048,Footwear,BluePeak,2068.16,1281.3
5049,Mobile Accessories_Product_5049,Mobile Accessories,Aster,837.18,618.03
5050,Electronics_Product_5050,Electronics,Omni,19497.83,13715.61
5051,Beauty_Product_5051,Beauty,PrimeOne,841.85,605.08
5052,Mobile Accessories_Product_5052,Mobile Accessories,Omni,953.96,698.07
5053,Electronics_Product_5053,Electronics,PrimeOne,19441.37,11027.49
5054,Electronics_Product_5054,Electronics,Omni,26144.97,14461.96
5055,Books_Product_5055,Books,Zentra,476.92,347.21
5056,Beauty_Product_5056,Beauty,Zentra,539.07,363.97
5057,Footwear_Product_5057,Footwear,PrimeOne,1685.56,1149.99
5058,Beauty_Product_5058,Beauty,UrbanKart,954.78,721.21
5059,Books_Product_5059,Books,PrimeOne,292.52,225.25
5060,Toys_Product_5060,Toys,BluePeak,1222.18,914.22
5061,Footwear_Product_5061,Footwear,Zentra,2541.04,1536.74
5062,Electronics_Product_5062,Electronics,Zentra,17933.36,12134.26
5063,Fashion_Product_5063,Fashion,UrbanKart,981.11,591.63
5064,Home & Kitchen_Product_5064,Home & Kitchen,UrbanKart,3192.33,2036.78
5065,Books_Product_5065,Books,PrimeOne,646.31,398.32
5066,Electronics_Product_5066,Electronics,UrbanKart,15130.06,10131.17
5067,Electronics_Product_5067,Electronics,Aster,20036.12,13637.79
5068,Mobile Accessories_Product_5068,Mobile Accessories,DailyPro,641.02,431.08
5069,Electronics_Product_5069,Electronics,Nova,16008.96,9027.58
5070,Books_Product_5070,Books,UrbanKart,557.41,356.18
5071,Home & Kitchen_Product_5071,Home & Kitchen,Nova,2502.07,1564.72
5072,Books_Product_5072,Books,PrimeOne,769.93,500.46
5073,Home & Kitchen_Product_5073,Home & Kitchen,Aster,4147.04,2729.18
5074,Footwear_Product_5074,Footwear,Zentra,1726.1,1325.53
5075,Mobile Accessories_Product_5075,Mobile Accessories,BluePeak,571.23,338.34
5076,Home & Kitchen_Product_5076,Home & Kitchen,DailyPro,4736.43,3624.56
5077,Fashion_Product_5077,Fashion,Aster,3207.94,2205.06
5078,Home & Kitchen_Product_5078,Home & Kitchen,Nova,2990.58,2315.83
5079,Books_Product_5079,Books,UrbanKart,99.0,59.24
5080,Sports_Product_5080,Sports,Omni,2331.89,1553.57
5081,Fashion_Product_5081,Fashion,PrimeOne,2443.18,1747.61
5082,Mobile Accessories_Product_5082,Mobile Accessories,UrbanKart,610.63,415.16
5083,Mobile Accessories_Product_5083,Mobile Accessories,Aster,939.12,548.67
5084,Electronics_Product_5084,Electronics,PrimeOne,11272.92,6966.79
5085,Home & Kitchen_Product_5085,Home & Kitchen,DailyPro,4907.05,3086.77
5086,Toys_Product_5086,Toys,PrimeOne,1094.31,769.26
5087,Footwear_Product_5087,Footwear,Aster,2569.39,1875.31
5088,Grocery_Product_5088,Grocery,PrimeOne,781.54,547.28
5089,Sports_Product_5089,Sports,DailyPro,3051.09,1909.65
5090,Footwear_Product_5090,Footwear,BluePeak,3079.4,2132.8
5091,Toys_Product_5091,Toys,Aster,1247.17,694.9
5092,Grocery_Product_5092,Grocery,PrimeOne,466.89,315.16
5093,Books_Product_5093,Books,DailyPro,492.2,329.73
5094,Electronics_Product_5094,Electronics,Omni,3772.25,2230.6
5095,Toys_Product_5095,Toys,Zentra,1711.79,1211.09
5096,Footwear_Product_5096,Footwear,BluePeak,2447.61,1850.52
5097,Home & Kitchen_Product_5097,Home & Kitchen,Zentra,5267.9,3529.47
5098,Toys_Product_5098,Toys,DailyPro,1178.56,790.9
5099,Sports_Product_5099,Sports,PrimeOne,3485.82,2101.95
5100,Sports_Product_5100,Sports,Zentra,2447.43,1863.59
5101,Home & Kitchen_Product_5101,Home & Kitchen,BluePeak,3819.21,2844.45
5102,Toys_Product_5102,Toys,BluePeak,1156.57,760.36
5103,Footwear_Product_5103,Footwear,UrbanKart,2247.0,1293.11
5104,Grocery_Product_5104,Grocery,BluePeak,473.79,364.41
5105,Fashion_Product_5105,Fashion,UrbanKart,3221.42,2163.51
5106,Grocery_Product_5106,Grocery,Aster,700.93,425.68
5107,Toys_Product_5107,Toys,Zentra,2155.68,1445.53
5108,Books_Product_5108,Books,Omni,552.99,345.68
5109,Sports_Product_5109,Sports,Aster,2394.42,1738.79
5110,Toys_Product_5110,Toys,Omni,1302.47,874.26
5111,Toys_Product_5111,Toys,PrimeOne,1416.79,1069.68
5112,Grocery_Product_5112,Grocery,BluePeak,947.87,671.75
5113,Electronics_Product_5113,Electronics,Zentra,13221.01,9130.5
5114,Sports_Product_5114,Sports,BluePeak,4500.86,3279.31
5115,Sports_Product_5115,Sports,Zentra,1310.02,776.44
5116,Fashion_Product_5116,Fashion,Nova,776.19,506.38
5117,Home & Kitchen_Product_5117,Home & Kitchen,Aster,4511.74,3196.71
5118,Mobile Accessories_Product_5118,Mobile Accessories,Aster,735.63,477.13
5119,Beauty_Product_5119,Beauty,DailyPro,750.04,440.22
5120,Toys_Product_5120,Toys,UrbanKart,870.4,521.88
5121,Beauty_Product_5121,Beauty,Aster,1133.03,729.2
5122,Grocery_Product_5122,Grocery,Aster,430.44,320.29
5123,Beauty_Product_5123,Beauty,BluePeak,902.93,561.33
5124,Electronics_Product_5124,Electronics,PrimeOne,16329.01,9077.37
5125,Electronics_Product_5125,Electronics,UrbanKart,10385.16,6814.74
5126,Toys_Product_5126,Toys,Zentra,1534.88,1002.94
5127,Toys_Product_5127,Toys,UrbanKart,160.33,116.97
5128,Electronics_Product_5128,Electronics,Zentra,16916.2,10364.87
5129,Footwear_Product_5129,Footwear,BluePeak,3719.85,2225.88
5130,Toys_Product_5130,Toys,Zentra,1083.06,799.16
5131,Mobile Accessories_Product_5131,Mobile Accessories,Zentra,1133.4,878.46
5132,Footwear_Product_5132,Footwear,Nova,909.44,618.83
5133,Beauty_Product_5133,Beauty,BluePeak,891.36,655.5
5134,Books_Product_5134,Books,BluePeak,351.01,197.97
5135,Grocery_Product_5135,Grocery,Nova,235.53,154.11
5136,Footwear_Product_5136,Footwear,Nova,2842.11,1856.51
5137,Sports_Product_5137,Sports,PrimeOne,2320.59,1293.02
5138,Home & Kitchen_Product_5138,Home & Kitchen,Omni,3626.35,2553.18
5139,Books_Product_5139,Books,Omni,232.64,148.63
5140,Footwear_Product_5140,Footwear,PrimeOne,1648.79,1111.0
5141,Sports_Product_5141,Sports,Omni,3065.95,1790.27
5142,Mobile Accessories_Product_5142,Mobile Accessories,DailyPro,453.6,314.54
5143,Fashion_Product_5143,Fashion,UrbanKart,900.62,528.78
5144,Beauty_Product_5144,Beauty,Aster,1419.01,968.28
5145,Footwear_Product_5145,Footwear,UrbanKart,803.56,571.45
5146,Beauty_Product_5146,Beauty,DailyPro,929.85,667.15
5147,Electronics_Product_5147,Electronics,DailyPro,27207.34,16924.69
5148,Books_Product_5148,Books,BluePeak,459.16,300.27
5149,Fashion_Product_5149,Fashion,DailyPro,1148.31,781.59
5150,Mobile Accessories_Product_5150,Mobile Accessories,Nova,521.69,389.87
5151,Toys_Product_5151,Toys,PrimeOne,1658.11,1269.39
5152,Mobile Accessories_Product_5152,Mobile Accessories,Zentra,931.53,708.11
5153,Mobile Accessories_Product_5153,Mobile Accessories,Omni,679.67,509.8
5154,Sports_Product_5154,Sports,DailyPro,3508.13,1957.89
5155,Mobile Accessories_Product_5155,Mobile Accessories,PrimeOne,715.03,479.46
5156,Beauty_Product_5156,Beauty,PrimeOne,810.21,567.37
5157,Fashion_Product_5157,Fashion,UrbanKart,1728.41,1183.81
5158,Home & Kitchen_Product_5158,Home & Kitchen,PrimeOne,3964.85,2893.44
5159,Beauty_Product_5159,Beauty,Zentra,385.12,293.26
5160,Beauty_Product_5160,Beauty,BluePeak,1488.45,819.96
5161,Books_Product_5161,Books,Aster,537.38,352.09
5162,Sports_Product_5162,Sports,BluePeak,2819.05,1801.01
5163,Books_Product_5163,Books,Zentra,446.78,247.46
5164,Grocery_Product_5164,Grocery,Aster,967.69,549.77
5165,Footwear_Product_5165,Footwear,Zentra,2796.26,1784.29
5166,Books_Product_5166,Books,BluePeak,610.88,395.08
5167,Books_Product_5167,Books,Nova,320.09,240.92
5168,Grocery_Product_5168,Grocery,UrbanKart,724.68,419.11
5169,Mobile Accessories_Product_5169,Mobile Accessories,DailyPro,432.5,315.4
5170,Books_Product_5170,Books,PrimeOne,619.09,469.04
5171,Mobile Accessories_Product_5171,Mobile Accessories,DailyPro,811.95,560.89
5172,Sports_Product_5172,Sports,Zentra,2439.79,1429.19
5173,Toys_Product_5173,Toys,Omni,606.42,424.62
5174,Toys_Product_5174,Toys,UrbanKart,944.29,583.46
5175,Books_Product_5175,Books,Aster,415.62,283.79
5176,Grocery_Product_5176,Grocery,BluePeak,882.78,602.25
5177,Mobile Accessories_Product_5177,Mobile Accessories,DailyPro,963.65,548.88
5178,Electronics_Product_5178,Electronics,UrbanKart,10017.23,7073.43
5179,Home & Kitchen_Product_5179,Home & Kitchen,Zentra,4760.07,2628.01
5180,Home & Kitchen_Product_5180,Home & Kitchen,Zentra,3535.28,2040.17
5181,Home & Kitchen_Product_5181,Home & Kitchen,UrbanKart,3335.71,1990.05
5182,Toys_Product_5182,Toys,Nova,893.52,677.7
5183,Books_Product_5183,Books,Nova,504.42,299.29
5184,Fashion_Product_5184,Fashion,Nova,1639.15,960.0
5185,Grocery_Product_5185,Grocery,Zentra,855.48,585.13
5186,Beauty_Product_5186,Beauty,DailyPro,668.04,472.88
5187,Grocery_Product_5187,Grocery,BluePeak,581.88,408.31
5188,Books_Product_5188,Books,BluePeak,366.48,232.79
5189,Sports_Product_5189,Sports,Nova,1782.54,1349.48
5190,Books_Product_5190,Books,UrbanKart,255.6,148.06
5191,Home & Kitchen_Product_5191,Home & Kitchen,Aster,2147.2,1649.04
5192,Mobile Accessories_Product_5192,Mobile Accessories,Omni,1032.62,762.67
5193,Home & Kitchen_Product_5193,Home & Kitchen,Aster,2797.41,1983.3
5194,Home & Kitchen_Product_5194,Home & Kitchen,DailyPro,4315.58,2451.92
5195,Fashion_Product_5195,Fashion,DailyPro,2773.02,2111.24
5196,Footwear_Product_5196,Footwear,Zentra,3178.97,1766.25
5197,Beauty_Product_5197,Beauty,UrbanKart,717.87,478.81
5198,Electronics_Product_5198,Electronics,BluePeak,6511.13,4864.38
5199,Toys_Product_5199,Toys,DailyPro,1103.98,658.28
5200,Home & Kitchen_Product_5200,Home & Kitchen,Nova,2244.91,1330.39
5201,Mobile Accessories_Product_5201,Mobile Accessories,PrimeOne,644.15,394.73
5202,Toys_Product_5202,Toys,DailyPro,2036.8,1224.8
5203,Mobile Accessories_Product_5203,Mobile Accessories,PrimeOne,272.24,171.14
5204,Electronics_Product_5204,Electronics,PrimeOne,18557.36,10349.41
5205,Sports_Product_5205,Sports,BluePeak,2265.0,1502.77
5206,Fashion_Product_5206,Fashion,Aster,2088.76,1601.14
5207,Books_Product_5207,Books,Omni,157.45,99.23
5208,Books_Product_5208,Books,Aster,402.55,223.28
5209,Electronics_Product_5209,Electronics,PrimeOne,15000.26,11218.62
5210,Mobile Accessories_Product_5210,Mobile Accessories,BluePeak,1053.79,637.84
5211,Electronics_Product_5211,Electronics,Aster,19243.85,14388.97
5212,Beauty_Product_5212,Beauty,PrimeOne,768.19,516.93
5213,Toys_Product_5213,Toys,Omni,579.26,370.26
5214,Toys_Product_5214,Toys,BluePeak,2159.64,1454.19
5215,Footwear_Product_5215,Footwear,PrimeOne,1853.43,1408.04
5216,Fashion_Product_5216,Fashion,Omni,1201.93,809.41
5217,Sports_Product_5217,Sports,Zentra,2137.85,1644.17
5218,Books_Product_5218,Books,Nova,501.89,318.04
5219,Home & Kitchen_Product_5219,Home & Kitchen,Zentra,3655.75,2543.8
5220,Footwear_Product_5220,Footwear,BluePeak,1478.64,878.1
5221,Footwear_Product_5221,Footwear,Zentra,1251.45,791.56
5222,Fashion_Product_5222,Fashion,Aster,1054.89,751.4
5223,Fashion_Product_5223,Fashion,DailyPro,868.98,676.18
5224,Home & Kitchen_Product_5224,Home & Kitchen,Nova,3292.84,2030.39
5225,Fashion_Product_5225,Fashion,Nova,1530.28,881.38
5226,Footwear_Product_5226,Footwear,Nova,1898.12,1321.6
5227,Grocery_Product_5227,Grocery,BluePeak,740.9,462.43
5228,Grocery_Product_5228,Grocery,PrimeOne,539.88,419.99
5229,Mobile Accessories_Product_5229,Mobile Accessories,Aster,99.0,60.12
5230,Sports_Product_5230,Sports,Aster,1966.07,1321.01
5231,Footwear_Product_5231,Footwear,Zentra,2466.07,1447.67
5232,Grocery_Product_5232,Grocery,PrimeOne,614.1,345.1
5233,Grocery_Product_5233,Grocery,Omni,556.15,411.27
5234,Beauty_Product_5234,Beauty,Zentra,822.06,503.15
5235,Electronics_Product_5235,Electronics,UrbanKart,23836.87,15660.12
5236,Toys_Product_5236,Toys,UrbanKart,1246.13,693.32
5237,Footwear_Product_5237,Footwear,Zentra,1949.91,1502.21
5238,Toys_Product_5238,Toys,Nova,1471.63,829.17
5239,Grocery_Product_5239,Grocery,Zentra,296.5,203.38
5240,Beauty_Product_5240,Beauty,Aster,817.55,607.48
5241,Books_Product_5241,Books,Zentra,500.92,295.42
5242,Beauty_Product_5242,Beauty,Nova,909.86,692.04
5243,Mobile Accessories_Product_5243,Mobile Accessories,Omni,759.38,456.56
5244,Beauty_Product_5244,Beauty,BluePeak,725.96,507.33
5245,Toys_Product_5245,Toys,Zentra,951.83,694.4
5246,Books_Product_5246,Books,Nova,104.77,59.0
5247,Mobile Accessories_Product_5247,Mobile Accessories,UrbanKart,573.6,327.33
5248,Fashion_Product_5248,Fashion,DailyPro,1328.8,808.95
5249,Fashion_Product_5249,Fashion,Aster,2557.27,1426.45
5250,Sports_Product_5250,Sports,UrbanKart,3157.91,1943.84
5251,Home & Kitchen_Product_5251,Home & Kitchen,DailyPro,3610.33,2519.1
5252,Footwear_Product_5252,Footwear,UrbanKart,1103.19,853.24
5253,Grocery_Product_5253,Grocery,DailyPro,588.02,454.47
5254,Grocery_Product_5254,Grocery,PrimeOne,482.14,307.45
5255,Fashion_Product_5255,Fashion,Aster,1304.31,828.99
5256,Fashion_Product_5256,Fashion,DailyPro,335.87,238.9
5257,Home & Kitchen_Product_5257,Home & Kitchen,Aster,3402.27,1919.36
5258,Books_Product_5258,Books,PrimeOne,356.01,235.81
5259,Footwear_Product_5259,Footwear,Zentra,2573.8,1698.29
5260,Footwear_Product_5260,Footwear,BluePeak,3162.06,2121.79
5261,Fashion_Product_5261,Fashion,Omni,3089.62,1923.87
5262,Mobile Accessories_Product_5262,Mobile Accessories,Aster,671.86,417.6
5263,Toys_Product_5263,Toys,Zentra,1003.02,567.05
5264,Fashion_Product_5264,Fashion,Nova,2444.34,1411.46
5265,Grocery_Product_5265,Grocery,Omni,360.58,253.67
5266,Grocery_Product_5266,Grocery,BluePeak,816.75,562.23
5267,Grocery_Product_5267,Grocery,PrimeOne,566.3,405.91
5268,Grocery_Product_5268,Grocery,Nova,463.18,353.15
5269,Toys_Product_5269,Toys,Nova,1232.12,693.25
5270,Fashion_Product_5270,Fashion,PrimeOne,1476.29,904.87
5271,Footwear_Product_5271,Footwear,Omni,3022.84,2227.21
5272,Beauty_Product_5272,Beauty,Nova,1275.88,969.42
5273,Footwear_Product_5273,Footwear,Omni,1709.83,1065.07
5274,Footwear_Product_5274,Footwear,PrimeOne,1994.14,1424.73
5275,Footwear_Product_5275,Footwear,Nova,1800.27,1121.96
5276,Grocery_Product_5276,Grocery,Omni,607.77,414.67
5277,Toys_Product_5277,Toys,DailyPro,1621.97,995.5
5278,Fashion_Product_5278,Fashion,Aster,1289.35,919.72
5279,Footwear_Product_5279,Footwear,Nova,1690.22,1208.7
5280,Beauty_Product_5280,Beauty,Nova,970.57,617.56
5281,Mobile Accessories_Product_5281,Mobile Accessories,Omni,792.76,545.71
5282,Mobile Accessories_Product_5282,Mobile Accessories,Zentra,903.44,565.71
5283,Home & Kitchen_Product_5283,Home & Kitchen,Nova,4736.6,2884.52
5284,Electronics_Product_5284,Electronics,UrbanKart,20279.43,15726.81
5285,Books_Product_5285,Books,PrimeOne,186.12,139.6
5286,Toys_Product_5286,Toys,BluePeak,1366.72,878.39
5287,Fashion_Product_5287,Fashion,BluePeak,1441.9,835.4
5288,Toys_Product_5288,Toys,Nova,1404.54,1026.79
5289,Beauty_Product_5289,Beauty,PrimeOne,1184.28,667.62
5290,Beauty_Product_5290,Beauty,Zentra,1016.46,757.79
5291,Books_Product_5291,Books,PrimeOne,99.0,61.58
5292,Grocery_Product_5292,Grocery,DailyPro,526.53,338.3
5293,Electronics_Product_5293,Electronics,Aster,17226.95,10646.64
5294,Sports_Product_5294,Sports,BluePeak,1651.4,1005.24
5295,Home & Kitchen_Product_5295,Home & Kitchen,Omni,4486.65,3170.08
5296,Footwear_Product_5296,Footwear,Aster,2387.98,1440.56
5297,Sports_Product_5297,Sports,Nova,2826.3,1937.59
5298,Mobile Accessories_Product_5298,Mobile Accessories,Zentra,931.78,698.79
5299,Footwear_Product_5299,Footwear,Aster,1470.76,1054.75
5300,Books_Product_5300,Books,Omni,479.85,364.24
5301,Electronics_Product_5301,Electronics,Nova,30982.15,23508.96
5302,Grocery_Product_5302,Grocery,UrbanKart,382.63,216.83
5303,Fashion_Product_5303,Fashion,DailyPro,1399.7,903.01
5304,Fashion_Product_5304,Fashion,PrimeOne,1559.66,1188.39
5305,Home & Kitchen_Product_5305,Home & Kitchen,Nova,2811.84,1993.43
5306,Footwear_Product_5306,Footwear,Nova,2197.86,1654.9
5307,Books_Product_5307,Books,Nova,179.57,131.83
5308,Home & Kitchen_Product_5308,Home & Kitchen,DailyPro,3765.27,2814.06
5309,Books_Product_5309,Books,UrbanKart,720.11,407.93
5310,Mobile Accessories_Product_5310,Mobile Accessories,Nova,866.35,592.16
5311,Sports_Product_5311,Sports,PrimeOne,3472.08,2677.35
5312,Grocery_Product_5312,Grocery,PrimeOne,706.45,449.9
5313,Fashion_Product_5313,Fashion,Nova,1317.47,883.53
5314,Grocery_Product_5314,Grocery,Omni,158.47,89.49
5315,Books_Product_5315,Books,Zentra,486.5,362.96
5316,Sports_Product_5316,Sports,Omni,2708.39,1750.09
5317,Books_Product_5317,Books,DailyPro,514.55,308.68
5318,Fashion_Product_5318,Fashion,Aster,3321.61,1955.36
5319,Beauty_Product_5319,Beauty,BluePeak,1141.94,886.32
5320,Beauty_Product_5320,Beauty,Nova,451.56,279.78
5321,Sports_Product_5321,Sports,Omni,2198.07,1550.6
5322,Footwear_Product_5322,Footwear,UrbanKart,2611.24,1876.16
5323,Sports_Product_5323,Sports,Aster,3635.53,2247.49
5324,Grocery_Product_5324,Grocery,PrimeOne,476.5,277.04
5325,Electronics_Product_5325,Electronics,UrbanKart,12614.88,9549.04
5326,Grocery_Product_5326,Grocery,Zentra,257.57,182.29
5327,Books_Product_5327,Books,BluePeak,631.41,352.24
5328,Electronics_Product_5328,Electronics,Aster,21117.61,14118.32
5329,Electronics_Product_5329,Electronics,UrbanKart,14961.46,9902.14
5330,Toys_Product_5330,Toys,Aster,864.27,493.11
5331,Sports_Product_5331,Sports,BluePeak,2290.38,1675.96
5332,Mobile Accessories_Product_5332,Mobile Accessories,Zentra,420.83,270.43
5333,Toys_Product_5333,Toys,Omni,841.62,493.5
5334,Fashion_Product_5334,Fashion,Omni,613.04,351.52
5335,Home & Kitchen_Product_5335,Home & Kitchen,Aster,2250.81,1561.64
5336,Fashion_Product_5336,Fashion,Nova,1911.34,1227.82
5337,Mobile Accessories_Product_5337,Mobile Accessories,BluePeak,1278.15,744.99
5338,Beauty_Product_5338,Beauty,DailyPro,706.4,472.75
5339,Beauty_Product_5339,Beauty,PrimeOne,1102.11,649.63
5340,Footwear_Product_5340,Footwear,DailyPro,1555.01,987.12
5341,Home & Kitchen_Product_5341,Home & Kitchen,PrimeOne,3287.23,2332.41
5342,Mobile Accessories_Product_5342,Mobile Accessories,Aster,891.9,493.12
5343,Footwear_Product_5343,Footwear,Nova,2869.5,1971.32
5344,Beauty_Product_5344,Beauty,UrbanKart,860.35,574.0
5345,Grocery_Product_5345,Grocery,Aster,673.07,480.29
5346,Footwear_Product_5346,Footwear,Nova,1900.7,1477.63
5347,Fashion_Product_5347,Fashion,UrbanKart,2250.41,1706.61
5348,Mobile Accessories_Product_5348,Mobile Accessories,Nova,1216.15,797.99
5349,Grocery_Product_5349,Grocery,DailyPro,748.8,451.2
5350,Books_Product_5350,Books,Zentra,438.82,247.3
5351,Mobile Accessories_Product_5351,Mobile Accessories,Omni,820.34,638.83
5352,Fashion_Product_5352,Fashion,BluePeak,1952.82,1417.93
5353,Fashion_Product_5353,Fashion,PrimeOne,1794.64,1215.5
5354,Toys_Product_5354,Toys,Zentra,789.87,539.9
5355,Toys_Product_5355,Toys,DailyPro,780.37,592.67
5356,Mobile Accessories_Product_5356,Mobile Accessories,DailyPro,594.69,349.14
5357,Electronics_Product_5357,Electronics,Nova,20809.53,15300.57
5358,Toys_Product_5358,Toys,BluePeak,1373.6,1032.48
5359,Grocery_Product_5359,Grocery,DailyPro,597.45,355.58
5360,Fashion_Product_5360,Fashion,Aster,542.42,380.28
5361,Electronics_Product_5361,Electronics,Nova,36756.11,22698.46
5362,Footwear_Product_5362,Footwear,Aster,1655.1,1003.66
5363,Books_Product_5363,Books,PrimeOne,349.63,206.56
5364,Home & Kitchen_Product_5364,Home & Kitchen,Nova,6593.67,4935.33
5365,Mobile Accessories_Product_5365,Mobile Accessories,UrbanKart,1117.24,770.32
5366,Beauty_Product_5366,Beauty,BluePeak,1006.77,682.51
5367,Toys_Product_5367,Toys,DailyPro,192.25,105.81
5368,Books_Product_5368,Books,DailyPro,151.64,90.2
5369,Home & Kitchen_Product_5369,Home & Kitchen,UrbanKart,3230.15,2270.22
5370,Beauty_Product_5370,Beauty,PrimeOne,383.24,252.67
5371,Beauty_Product_5371,Beauty,Omni,985.1,599.47
5372,Mobile Accessories_Product_5372,Mobile Accessories,DailyPro,853.94,592.54
5373,Toys_Product_5373,Toys,PrimeOne,1062.75,600.39
5374,Books_Product_5374,Books,BluePeak,306.97,183.85
5375,Home & Kitchen_Product_5375,Home & Kitchen,Nova,2268.18,1548.2
5376,Electronics_Product_5376,Electronics,DailyPro,16489.51,11942.02
5377,Home & Kitchen_Product_5377,Home & Kitchen,BluePeak,4545.48,2973.16
5378,Electronics_Product_5378,Electronics,BluePeak,20420.11,12100.5
5379,Toys_Product_5379,Toys,Aster,931.79,534.71
5380,Mobile Accessories_Product_5380,Mobile Accessories,DailyPro,968.27,624.98
5381,Footwear_Product_5381,Footwear,UrbanKart,1629.18,1134.64
5382,Sports_Product_5382,Sports,Omni,2263.28,1524.47
5383,Sports_Product_5383,Sports,Nova,1666.38,991.07
5384,Sports_Product_5384,Sports,Aster,2607.16,1977.17
5385,Grocery_Product_5385,Grocery,Omni,757.01,572.72
5386,Beauty_Product_5386,Beauty,Zentra,1165.23,746.09
5387,Mobile Accessories_Product_5387,Mobile Accessories,DailyPro,858.52,611.79
5388,Sports_Product_5388,Sports,Omni,4607.97,2763.29
5389,Toys_Product_5389,Toys,DailyPro,1364.01,877.79
5390,Fashion_Product_5390,Fashion,BluePeak,1687.71,1239.56
5391,Toys_Product_5391,Toys,BluePeak,1078.39,810.56
5392,Beauty_Product_5392,Beauty,Zentra,1225.59,689.97
5393,Fashion_Product_5393,Fashion,PrimeOne,2029.8,1396.3
5394,Mobile Accessories_Product_5394,Mobile Accessories,Nova,674.86,429.41
5395,Sports_Product_5395,Sports,Omni,2045.94,1374.24
5396,Electronics_Product_5396,Electronics,Zentra,16818.56,10757.99
5397,Footwear_Product_5397,Footwear,Omni,1886.11,1209.5
5398,Books_Product_5398,Books,BluePeak,553.94,391.2
5399,Mobile Accessories_Product_5399,Mobile Accessories,Omni,684.28,493.08
5400,Mobile Accessories_Product_5400,Mobile Accessories,PrimeOne,926.32,547.58
5401,Home & Kitchen_Product_5401,Home & Kitchen,UrbanKart,5039.45,2955.36
5402,Footwear_Product_5402,Footwear,DailyPro,1080.06,803.68
5403,Sports_Product_5403,Sports,Zentra,2165.58,1340.96
5404,Home & Kitchen_Product_5404,Home & Kitchen,DailyPro,1924.22,1332.31
5405,Mobile Accessories_Product_5405,Mobile Accessories,Zentra,993.77,721.54
5406,Toys_Product_5406,Toys,Aster,1610.35,1174.79
5407,Mobile Accessories_Product_5407,Mobile Accessories,DailyPro,1170.06,847.38
5408,Sports_Product_5408,Sports,Aster,2728.36,1729.45
