customer_id,customer_name,gender,age,city,segment,signup_date,state
100116,Customer_100116,Female,63,Chandigarh,New,2023-08-20,Punjab
100117,Customer_100117,Female,52,Nagpur,Regular,2022-03-21,Maharashtra
100118,Customer_100118,Male,52,Nagpur,Premium,2024-10-10,Maharashtra
100119,Customer_100119,Female,46,Delhi,Regular,2023-10-22,Delhi
100120,Customer_100120,Female,65,Noida,Regular,2022-06-15,Uttar Pradesh
100121,Customer_100121,Female,55,Hyderabad,Regular,2021-09-15,Telangana
100122,Customer_100122,Female,48,Kochi,Premium,2024-06-28,Kerala
100123,Customer_100123,Male,57,Bengaluru,Regular,2022-08-14,Karnataka
100124,Customer_100124,Male,30,Chennai,Premium,2023-12-09,Tamil Nadu
100125,Customer_100125,Male,43,Mumbai,Premium,2021-10-29,Maharashtra
100126,Customer_100126,Male,39,Lucknow,Regular,2025-01-16,Uttar Pradesh
100127,Customer_100127,Female,25,Jaipur,Regular,2023-03-04,Rajasthan
100128,Customer_100128,Female,57,Bhopal,Regular,2022-12-19,Madhya Pradesh
100129,Customer_100129,Male,24,Surat,Premium,2025-01-11,Gujarat
100130,Customer_100130,Male,22,Nagpur,Premium,2023-05-19,Maharashtra
100131,Customer_100131,Male,18,Delhi,Premium,2024-10-26,Delhi
100132,Customer_100132,Male,62,Noida,New,2021-10-19,Uttar Pradesh
100133,Customer_100133,Male,57,Kolkata,Regular,2024-08-06,West Bengal
100134,Customer_100134,Male,28,Chennai,Regular,2023-04-29,Tamil Nadu
100135,Customer_100135,Female,49,Kochi,Premium,2021-12-25,Kerala
100136,Customer_100136,Male,24,Nagpur,Regular,2022-07-25,Maharashtra
100137,Customer_100137,Male,46,Delhi,Regular,2023-08-07,Delhi
100138,Customer_100138,Female,47,Gurugram,Regular,2022-11-03,Haryana
100139,Customer_100139,Male,38,Pune,New,2024-06-05,Maharashtra
100140,Customer_100140,Female,56,Ahmedabad,Premium,2021-03-13,Gujarat
100141,Customer_100141,Female,65,Bengaluru,Premium,2023-08-06,Karnataka
100142,Customer_100142,Male,61,Pune,Regular,2023-10-13,Maharashtra
100143,Customer_100143,Male,60,Ahmedabad,New,2022-05-21,Gujarat
100144,Customer_100144,Male,58,Kochi,Premium,2024-08-18,Kerala
100145,Customer_100145,Male,56,Bhopal,Regular,2023-11-13,Madhya Pradesh
100146,Customer_100146,Male,37,Lucknow,Regular,2024-07-06,Uttar Pradesh
100147,Customer_100147,Female,39,Chennai,Premium,2023-06-19,Tamil Nadu
100148,Customer_100148,Male,46,Chennai,Regular,2023-04-04,Tamil Nadu
100149,Customer_100149,Male,63,Bhopal,Regular,2021-03-24,Madhya Pradesh
100150,Customer_100150,Male,21,Patna,Regular,2024-07-23,Bihar
100151,Customer_100151,Female,20,Delhi,Regular,2024-07-29,Delhi
100152,Customer_100152,Male,26,Gurugram,New,2021-02-12,Haryana
100153,Customer_100153,Male,22,Kochi,Regular,2021-11-17,Kerala
100154,Customer_100154,Male,20,Mumbai,New,2022-04-10,Maharashtra
100155,Customer_100155,Female,42,Chandigarh,Dormant,2021-09-21,Punjab
100156,Customer_100156,Male,49,Coimbatore,Premium,2024-01-06,Tamil Nadu
100157,Customer_100157,Female,50,Indore,Regular,2024-07-17,Madhya Pradesh
100158,Customer_100158,Female,35,Surat,Regular,2024-04-27,Gujarat
100159,Customer_100159,Male,62,Nagpur,Regular,2023-08-07,Maharashtra
100160,Customer_100160,Female,53,Bhopal,Regular,2022-06-14,Madhya Pradesh
100161,Customer_100161,Male,58,Kolkata,Premium,2024-04-15,West Bengal
100162,Customer_100162,Female,46,Chennai,Regular,2022-08-27,Tamil Nadu
100163,Customer_100163,Female,56,Surat,Premium,2022-11-20,Gujarat
100164,Customer_100164,Female,64,Kolkata,New,2021-12-02,West Bengal
100165,Customer_100165,Male,62,Bengaluru,Dormant,2025-01-28,Karnataka
100166,Customer_100166,Female,19,Kolkata,New,2023-02-05,West Bengal
100167,Customer_100167,Male,28,Surat,Premium,2024-09-09,Gujarat
100168,Customer_100168,Male,48,Coimbatore,Regular,2021-10-12,Tamil Nadu
100169,Customer_100169,Male,21,Chandigarh,Regular,2024-05-23,Punjab
100170,Customer_100170,Female,46,Gurugram,Premium,2021-03-10,Haryana
100171,Customer_100171,Female,20,Jaipur,Regular,2023-06-30,Rajasthan
100172,Customer_100172,Male,19,Ahmedabad,Dormant,2023-10-21,Gujarat
100173,Customer_100173,Male,61,Hyderabad,New,2024-07-20,Telangana
100174,Customer_100174,Male,53,Lucknow,Premium,2023-10-23,Uttar Pradesh
100175,Customer_100175,Female,31,Gurugram,Regular,2024-05-14,Haryana
100176,Customer_100176,Male,65,Coimbatore,Regular,2023-03-15,Tamil Nadu
100177,Customer_100177,Female,21,Chennai,Regular,2022-07-20,Tamil Nadu
100178,Customer_100178,Male,61,Gurugram,New,2023-01-12,Haryana
100179,Customer_100179,Female,47,Surat,Regular,2022-06-16,Gujarat
100180,Customer_100180,Male,36,Bhopal,Regular,2021-04-18,Madhya Pradesh
100181,Customer_100181,Male,36,Pune,Premium,2021-05-24,Maharashtra
100182,Customer_100182,Male,61,Nagpur,Dormant,2024-08-09,Maharashtra
100183,Customer_100183,Female,48,Nagpur,Regular,2022-09-27,Maharashtra
100184,Customer_100184,Female,32,Bhopal,Premium,2024-01-08,Madhya Pradesh
100185,Customer_100185,Male,46,Delhi,Regular,2022-12-29,Delhi
100186,Customer_100186,Female,20,Ahmedabad,Regular,2023-11-04,Gujarat
100187,Customer_100187,Female,36,Coimbatore,Regular,2022-09-14,Tamil Nadu
100188,Customer_100188,Female,39,Kolkata,Premium,2024-05-21,West Bengal
100189,Customer_100189,Male,64,Coimbatore,Premium,2023-07-11,Tamil Nadu
100190,Customer_100190,Male,37,Mumbai,New,2023-09-12,Maharashtra
100191,Customer_100191,Male,24,Chandigarh,Dormant,2024-11-03,Punjab
100192,Customer_100192,Female,21,Bengaluru,Regular,2021-06-19,Karnataka
100193,Customer_100193,Female,18,Coimbatore,Regular,2021-12-07,Tamil Nadu
100194,Customer_100194,Female,58,Bengaluru,Regular,2021-11-10,Karnataka
100195,Customer_100195,Male,24,Kochi,Regular,2022-06-04,Kerala
100196,Customer_100196,Male,39,Kolkata,Regular,2022-12-20,West Bengal
100197,Customer_100197,Female,54,Indore,New,2023-05-29,Madhya Pradesh
100198,Customer_100198,Female,47,Patna,Regular,2022-05-04,Bihar
100199,Customer_100199,Female,26,Kolkata,Regular,2022-01-09,West Bengal
100200,Customer_100200,Female,44,Chandigarh,Regular,2022-08-30,Punjab
100201,Customer_100201,Female,55,Nagpur,Regular,2023-04-02,Maharashtra
100202,Customer_100202,Male,40,Surat,New,2025-01-03,Gujarat
100203,Customer_100203,Male,29,Surat,Premium,2023-01-09,Gujarat
100204,Customer_100204,Female,30,Delhi,Regular,2022-09-29,Delhi
100205,Customer_100205,Female,50,Gurugram,Premium,2024-05-26,Haryana
100206,Customer_100206,Male,32,Surat,New,2024-06-16,Gujarat
100207,Customer_100207,Male,33,Patna,New,2022-10-19,Bihar
100208,Customer_100208,Female,51,Lucknow,Premium,2024-07-22,Uttar Pradesh
100209,Customer_100209,Male,26,Kolkata,Regular,2024-05-04,West Bengal
100210,Customer_100210,Male,59,Delhi,Premium,2021-10-26,Delhi
100211,Customer_100211,Female,44,Chennai,New,2021-08-02,Tamil Nadu
100212,Customer_100212,Female,65,Noida,Regular,2023-05-07,Uttar Pradesh
100213,Customer_100213,Female,32,Coimbatore,Regular,2021-08-05,Tamil Nadu
100214,Customer_100214,Male,52,Noida,Premium,2025-01-09,Uttar Pradesh
100215,Customer_100215,Female,51,Ahmedabad,Regular,2021-07-14,Gujarat
100216,Customer_100216,Male,57,Gurugram,New,2021-05-01,Haryana
100217,Customer_100217,Male,47,Chandigarh,Regular,2021-11-10,Punjab
100218,Customer_100218,Female,65,Chandigarh,Regular,2022-05-27,Punjab
100219,Customer_100219,Female,40,Jaipur,Premium,2021-12-19,Rajasthan
100220,Customer_100220,Female,26,Kolkata,Regular,2021-12-19,West Bengal
100221,Customer_100221,Female,49,Lucknow,Regular,2024-01-27,Uttar Pradesh
100222,Customer_100222,Female,52,Jaipur,Premium,2022-10-09,Rajasthan
100223,Customer_100223,Male,49,Nagpur,Dormant,2021-12-14,Maharashtra
100224,Customer_100224,Male,62,Coimbatore,Dormant,2024-05-06,Tamil Nadu
100225,Customer_100225,Male,33,Surat,Dormant,2023-10-20,Gujarat
100226,Customer_100226,Male,49,Surat,Premium,2024-08-24,Gujarat
100227,Customer_100227,Female,42,Jaipur,Regular,2021-04-05,Rajasthan
100228,Customer_100228,Male,47,Jaipur,New,2022-01-12,Rajasthan
100229,Customer_100229,Female,54,Delhi,New,2024-04-20,Delhi
100230,Customer_100230,Female,54,Lucknow,Regular,2024-06-20,Uttar Pradesh
100231,Customer_100231,Female,52,Lucknow,Premium,2024-02-19,Uttar Pradesh
100232,Customer_100232,Male,62,Pune,Premium,2021-03-03,Maharashtra
100233,Customer_100233,Female,25,Chennai,New,2023-05-27,Tamil Nadu
100234,Customer_100234,Male,57,Chandigarh,New,2024-12-13,Punjab
100235,Customer_100235,Male,64,Delhi,Regular,2022-01-19,Delhi
100236,Customer_100236,Female,53,Gurugram,Premium,2021-08-11,Haryana
100237,Customer_100237,Male,42,Chandigarh,Regular,2021-12-17,Punjab
100238,Customer_100238,Male,35,Coimbatore,Regular,2021-05-29,Tamil Nadu
100239,Customer_100239,Female,56,Bhopal,Regular,2021-08-17,Madhya Pradesh
100240,Customer_100240,Male,27,Jaipur,Regular,2021-02-14,Rajasthan
100241,Customer_100241,Female,18,Jaipur,Regular,2021-10-05,Rajasthan
100242,Customer_100242,Female,21,Gurugram,Dormant,2023-12-03,Haryana
100243,Customer_100243,Female,43,Patna,Regular,2021-11-04,Bihar
100244,Customer_100244,Male,28,Gurugram,Premium,2022-08-24,Haryana
100245,Customer_100245,Male,32,Mumbai,Dormant,2021-12-19,Maharashtra
100246,Customer_100246,Female,49,Pune,Regular,2021-08-05,Maharashtra
100247,Customer_100247,Male,32,Noida,New,2024-07-21,Uttar Pradesh
100248,Customer_100248,Female,45,Nagpur,Dormant,2024-10-08,Maharashtra
100249,Customer_100249,Female,40,Patna,New,2022-12-02,Bihar
100250,Customer_100250,Female,20,Patna,Premium,2021-11-03,Bihar
100251,Customer_100251,Male,49,Nagpur,Regular,2021-08-04,Maharashtra
100252,Customer_100252,Male,37,Coimbatore,Regular,2021-06-01,Tamil Nadu
100253,Customer_100253,Female,31,Patna,Regular,2023-07-01,Bihar
100254,Customer_100254,Male,52,Lucknow,Regular,2024-05-13,Uttar Pradesh
100255,Customer_100255,Male,57,Gurugram,Regular,2024-01-28,Haryana
100256,Customer_100256,Female,59,Jaipur,New,2024-02-22,Rajasthan
100257,Customer_100257,Female,26,Lucknow,Regular,2024-01-09,Uttar Pradesh
100258,Customer_100258,Female,64,Nagpur,Premium,2023-06-29,Maharashtra
100259,Customer_100259,Female,41,Delhi,New,2021-04-07,Delhi
100260,Customer_100260,Male,58,Hyderabad,New,2024-03-07,Telangana
100261,Customer_100261,Female,21,Noida,New,2021-07-31,Uttar Pradesh
100262,Customer_100262,Other,29,Indore,Premium,2022-03-03,Madhya Pradesh
100263,Customer_100263,Male,41,Kolkata,Dormant,2023-07-23,West Bengal
100264,Customer_100264,Male,18,Jaipur,Premium,2022-10-13,Rajasthan
100265,Customer_100265,Female,31,Noida,New,2022-02-06,Uttar Pradesh
100266,Customer_100266,Female,48,Hyderabad,New,2021-09-18,Telangana
100267,Customer_100267,Female,27,Surat,Regular,2024-11-24,Gujarat
100268,Customer_100268,Female,50,Indore,Regular,2022-05-17,Madhya Pradesh
100269,Customer_100269,Male,53,Indore,Regular,2022-08-08,Madhya Pradesh
100270,Customer_100270,Male,59,Bengaluru,Regular,2024-07-04,Karnataka
100271,Customer_100271,Female,52,Delhi,New,2024-09-07,Delhi
100272,Customer_100272,Female,65,Bhopal,New,2021-05-15,Madhya Pradesh
100273,Customer_100273,Female,35,Noida,Premium,2024-01-16,Uttar Pradesh
100274,Customer_100274,Female,42,Ahmedabad,New,2023-04-10,Gujarat
100275,Customer_100275,Male,29,Delhi,Regular,2022-05-16,Delhi
100276,Customer_100276,Male,45,Mumbai,New,2023-05-06,Maharashtra
100277,Customer_100277,Female,26,Bhopal,Regular,2022-03-10,Madhya Pradesh
100278,Customer_100278,Female,41,Surat,Regular,2022-03-20,Gujarat
100279,Customer_100279,Female,37,Coimbatore,Regular,2024-12-06,Tamil Nadu
100280,Customer_100280,Female,43,Gurugram,Premium,2021-11-15,Haryana
100281,Customer_100281,Female,22,Pune,Regular,2022-05-17,Maharashtra
100282,Customer_100282,Male,44,Mumbai,New,2022-08-01,Maharashtra
100283,Customer_100283,Male,45,Patna,Regular,2024-12-04,Bihar
100284,Customer_100284,Male,54,Patna,Regular,2021-03-11,Bihar
100285,Customer_100285,Female,57,Kolkata,Dormant,2021-11-22,West Bengal
100286,Customer_100286,Male,24,Bhopal,Premium,2021-11-07,Madhya Pradesh
100287,Customer_100287,Male,36,Noida,Dormant,2022-03-19,Uttar Pradesh
100288,Customer_100288,Female,39,Bengaluru,Regular,2021-04-08,Karnataka
100289,Customer_100289,Male,35,Bhopal,Dormant,2022-01-22,Madhya Pradesh
100290,Customer_100290,Female,32,Noida,New,2023-09-25,Uttar Pradesh
100291,Customer_100291,Male,50,Jaipur,New,2021-11-26,Rajasthan
100292,Customer_100292,Male,56,Patna,Regular,2024-10-30,Bihar
100293,Customer_100293,Female,22,Bhopal,Regular,2023-05-31,Madhya Pradesh
100294,Customer_100294,Male,57,Nagpur,Regular,2021-08-04,Maharashtra
100295,Customer_100295,Male,54,Hyderabad,Regular,2024-06-09,Telangana
100296,Customer_100296,Male,22,Gurugram,Regular,2022-10-17,Haryana
100297,Customer_100297,Female,54,Lucknow,Premium,2023-09-05,Uttar Pradesh
100298,Customer_100298,Male,60,Noida,Regular,2022-06-15,Uttar Pradesh
100299,Customer_100299,Female,24,Bhopal,New,2023-04-15,Madhya Pradesh
100300,Customer_100300,Male,19,Kolkata,New,2024-01-23,West Bengal
100301,Customer_100301,Male,47,Noida,Regular,2023-01-03,Uttar Pradesh
100302,Customer_100302,Female,28,Bhopal,New,2021-03-11,Madhya Pradesh
100303,Customer_100303,Female,54,Kolkata,Premium,2021-03-01,West Bengal
100304,Customer_100304,Female,56,Nagpur,Dormant,2023-03-09,Maharashtra
100305,Customer_100305,Female,50,Hyderabad,New,2022-08-30,Telangana
100306,Customer_100306,Female,26,Chennai,Premium,2024-07-16,Tamil Nadu
100307,Customer_100307,Male,28,Gurugram,Regular,2024-05-09,Haryana
100308,Customer_100308,Male,29,Hyderabad,Regular,2024-04-19,Telangana
100309,Customer_100309,Female,27,Indore,Regular,2022-08-01,Madhya Pradesh
100310,Customer_100310,Male,28,Kochi,Regular,2023-02-10,Kerala
100311,Customer_100311,Male,50,Surat,Regular,2023-04-11,Gujarat
100312,Customer_100312,Male,37,Kolkata,New,2021-08-16,West Bengal
100313,Customer_100313,Male,22,Lucknow,Premium,2022-06-24,Uttar Pradesh
100314,Customer_100314,Female,64,Lucknow,New,2024-04-05,Uttar Pradesh
100315,Customer_100315,Female,41,Chandigarh,New,2021-03-03,Punjab
100316,Customer_100316,Female,49,Gurugram,Regular,2021-06-17,Haryana
100317,Customer_100317,Male,48,Mumbai,Regular,2021-01-18,Maharashtra
100318,Customer_100318,Male,59,Patna,Regular,2021-05-07,Bihar
100319,Customer_100319,Male,61,Bhopal,Regular,2022-01-28,Madhya Pradesh
100320,Customer_100320,Male,31,Chennai,Regular,2024-05-21,Tamil Nadu
100321,Customer_100321,Female,36,Ahmedabad,New,2024-04-17,Gujarat
100322,Customer_100322,Female,59,Hyderabad,Premium,2023-06-14,Telangana
100323,Customer_100323,Female,41,Bengaluru,Regular,2023-02-25,Karnataka
100324,Customer_100324,Male,49,Hyderabad,Regular,2021-08-24,Telangana
100325,Customer_100325,Female,29,Jaipur,Regular,2021-02-28,Rajasthan
100326,Customer_100326,Female,38,Ahmedabad,Regular,2023-07-11,Gujarat
100327,Customer_100327,Female,53,Indore,New,2023-03-07,Madhya Pradesh
100328,Customer_100328,Female,42,Nagpur,Premium,2021-01-02,Maharashtra
100329,Customer_100329,Male,31,Indore,New,2024-06-30,Madhya Pradesh
100330,Customer_100330,Male,25,Noida,New,2022-04-17,Uttar Pradesh
100331,Customer_100331,Male,46,Kolkata,New,2021-10-08,West Bengal
100332,Customer_100332,Female,42,Nagpur,Premium,2022-08-07,Maharashtra
100333,Customer_100333,Male,40,Surat,Premium,2021-07-01,Gujarat
100334,Customer_100334,Male,53,Noida,Regular,2022-09-23,Uttar Pradesh
100335,Customer_100335,Male,65,Surat,Premium,2023-07-16,Gujarat
100336,Customer_100336,Male,29,Hyderabad,Dormant,2022-08-20,Telangana
100337,Customer_100337,Female,29,Lucknow,New,2022-01-02,Uttar Pradesh
100338,Customer_100338,Female,35,Nagpur,Regular,2022-09-02,Maharashtra
100339,Customer_100339,Male,53,Jaipur,Regular,2022-05-13,Rajasthan
100340,Customer_100340,Male,65,Surat,Regular,2022-06-13,Gujarat
100341,Customer_100341,Male,36,Kochi,Regular,2022-09-28,Kerala
100342,Customer_100342,Male,65,Patna,Premium,2022-10-14,Bihar
100343,Customer_100343,Male,52,Kochi,Premium,2021-01-21,Kerala
100344,Customer_100344,Male,44,Chennai,Dormant,2022-04-29,Tamil Nadu
100345,Customer_100345,Male,20,Pune,Regular,2024-03-09,Maharashtra
100346,Customer_100346,Female,30,Coimbatore,New,2022-02-18,Tamil Nadu
100347,Customer_100347,Female,55,Bengaluru,Premium,2023-08-01,Karnataka
100348,Customer_100348,Male,58,Pune,Dormant,2021-05-02,Maharashtra
100349,Customer_100349,Male,36,Surat,Regular,2021-12-03,Gujarat
100350,Customer_100350,Female,60,Chennai,New,2022-09-07,Tamil Nadu
100351,Customer_100351,Male,52,Noida,Regular,2023-05-18,Uttar Pradesh
100352,Customer_100352,Female,32,Coimbatore,Regular,2021-01-29,Tamil Nadu
100353,Customer_100353,Female,33,Delhi,New,2024-11-16,Delhi
100354,Customer_100354,Male,52,Nagpur,Regular,2022-09-28,Maharashtra
100355,Customer_100355,Male,22,Bhopal,Regular,2021-10-10,Madhya Pradesh
100356,Customer_100356,Female,24,Surat,Regular,2022-05-31,Gujarat
100357,Customer_100357,Male,38,Noida,Premium,2024-04-17,Uttar Pradesh
100358,Customer_100358,Female,58,Noida,New,2023-11-03,Uttar Pradesh
100359,Customer_100359,Female,18,Hyderabad,Premium,2024-06-23,Telangana
100360,Customer_100360,Female,42,Mumbai,Regular,2023-10-04,Maharashtra
100361,Customer_100361,Male,47,Pune,Regular,2024-12-16,Maharashtra
100362,Customer_100362,Female,36,Chennai,Regular,2022-10-19,Tamil Nadu
100363,Customer_100363,Male,41,Pune,Premium,2022-07-19,Maharashtra
100364,Customer_100364,Female,63,Mumbai,New,2024-08-14,Maharashtra
